               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.099603,            0.019807,            0.055671,             0.10476,             0.38306,             0.10845,            0.039536,            0.069384,           0.0094638,            0.050066,            0.070227,           0.0033081,           0.0033081
                   1,            0.055979,            0.020367,            0.049015,             0.26034,             0.45764,             0.31733,             0.16414,            0.047939,           0.0077633,             0.04432,             0.03694,           0.0033539,           0.0033539
